channel,status,latitude,longitude,elevation
1393,good,-43.90104048951874,169.05990173753895,
1394,good,-43.901068418334496,169.05993494179768,
1395,good,-43.90109634715024,169.0599681460564,
1396,good,-43.901124275966,169.06000135031513,
1397,good,-43.90115220478175,169.06003455457386,
1398,good,-43.90118013359751,169.0600677588326,
1399,good,-43.90120789287522,169.0601012054954,
1400,good,-43.90123535112824,169.0601350825608,
1401,good,-43.90126280938125,169.06016895962622,
1402,good,-43.90129026763426,169.06020283669162,
1403,good,-43.90131772588728,169.06023671375704,
1404,good,-43.90134518414029,169.06027059082243,
1405,good,-43.90137249955031,169.06030459548373,
1406,good,-43.90139976779536,169.06033864227558,
1407,good,-43.90142703604042,169.0603726890674,
1408,good,-43.90145430428547,169.06040673585926,
1409,good,-43.90148157253053,169.0604407826511,
1410,good,-43.901508840775584,169.06047482944297,
1411,good,-43.90153605208556,169.06050896689024,
1412,good,-43.90156310194334,169.0605433614114,
1413,good,-43.90159015180112,169.06057775593254,
1414,good,-43.9016172016589,169.0606121504537,
1415,good,-43.90164425151668,169.06064654497484,
1416,good,-43.90167130137446,169.060680939496,
1417,good,-43.90169843804075,169.06071522984794,
1418,good,-43.90172561585494,169.06074947082288,
1419,good,-43.90175279366913,169.06078371179782,
1420,good,-43.90177997148333,169.06081795277277,
1421,good,-43.90180714929752,169.0608521937477,
1422,good,-43.90183432711171,169.06088643472265,
1423,good,-43.9018614837163,169.0609207011492,
1424,good,-43.901888533574905,169.0609550956714,
1425,good,-43.90191558343351,169.0609894901936,
1426,good,-43.90194263329211,169.06102388471578,
1427,good,-43.90196968315071,169.06105827923798,
1428,good,-43.90199673300931,169.0610926737602,
1429,good,-43.90202385752614,169.0611269786911,
1430,good,-43.9020510353396,169.06116121966514,
1431,good,-43.90207821315305,169.06119546063914,
1432,good,-43.9021053909665,169.06122970161314,
1433,good,-43.90213256877996,169.06126394258715,
1434,good,-43.90215974659341,169.06129818356118,
1435,good,-43.902186915346576,169.06133243540756,
1436,good,-43.90221396520435,169.06136682992872,
1437,good,-43.90224101506213,169.06140122444987,
1438,good,-43.90226806491991,169.06143561897102,
1439,good,-43.902295114777694,169.06147001349217,
1440,good,-43.90232216463547,169.06150440801332,
1441,good,-43.90234921449325,169.06153871502127,
1442,good,-43.90237626435103,169.06157293040428,
1443,good,-43.90240331420881,169.0616071457873,
1444,good,-43.90243036406659,169.06164136117033,
1445,good,-43.90245741392437,169.06167557655334,
1446,good,-43.90248446378215,169.06170979193635,
1447,good,-43.902511629598365,169.0617441696612,
1448,good,-43.90253880741182,169.0617785641822,
1449,good,-43.90256598522528,169.06181295870317,
1450,good,-43.90259316303873,169.06184735322415,
1451,good,-43.90262034085219,169.06188174774513,
1452,good,-43.90264751866564,169.0619161422661,
1453,good,-43.9026746461194,169.06195053678758,
1454,good,-43.902701695978,169.06198493130978,
1455,good,-43.9027287458366,169.06201932583195,
1456,good,-43.9027557956952,169.06205372035416,
1457,good,-43.902782845553794,169.06208811487636,
1458,good,-43.9028098954124,169.0621225093985,
1459,good,-43.90283704907945,169.0621567793487,
1460,good,-43.9028642268929,169.0621910203227,
1461,good,-43.90289140470636,169.0622252612967,
1462,good,-43.90291858251981,169.0622595022707,
1463,good,-43.90294576033327,169.06229374324474,
1464,good,-43.902972938146725,169.06232798421877,
1465,good,-43.903000115960175,169.06236227104566,
1466,good,-43.90302729377363,169.06239666556664,
1467,good,-43.90305447158708,169.06243106008762,
1468,good,-43.90308164940054,169.0624654546086,
1469,good,-43.90310882721399,169.06249984912958,
1470,good,-43.90313600502745,169.06253424365056,
1471,good,-43.9031631828409,169.06256863817154,
1472,good,-43.90319030631216,169.06260284595334,
1473,good,-43.90321741498436,169.0626370028803,
1474,good,-43.90324452365657,169.06267115980728,
1475,good,-43.90327163232878,169.06270531673428,
1476,good,-43.90329874100099,169.06273947366125,
1477,good,-43.90332594514519,169.06277353593265,
1478,good,-43.90335343166303,169.06280731824506,
1479,good,-43.90338091818086,169.06284110055748,
1480,good,-43.90340840469869,169.0628748828699,
1481,good,-43.903435891216525,169.0629086651823,
1482,good,-43.903463377734354,169.06294244749475,
1483,good,-43.90349086425218,169.06297622980716,
1484,good,-43.90351823707912,169.06301012581173,
1485,good,-43.903545570041736,169.06304406168104,
1486,good,-43.90357290300435,169.06307799755035,
1487,good,-43.90360023596697,169.06311193341966,
1488,good,-43.90362756892959,169.063145869289,
1489,good,-43.9036549018922,169.0631798051583,
1490,good,-43.90368225236815,169.0632137235136,
1491,good,-43.90370966210741,169.06324758260328,
1492,good,-43.90373707184666,169.06328144169294,
1493,good,-43.90376448158592,169.06331530078262,
1494,good,-43.90379189132518,169.06334915987227,
1495,good,-43.90381930106443,169.06338301896196,
1496,good,-43.90384676041417,169.063416828442,
1497,good,-43.903874246932,169.06345061075442,
1498,good,-43.90390173344983,169.06348439306683,
1499,good,-43.90392921996767,169.06351817537924,
1500,good,-43.903956706485495,169.0635519576917,
1501,good,-43.903984193003325,169.0635857400041,
1502,good,-43.9040116692432,169.06361953259454,
1503,good,-43.90403907898334,169.0636533916853,
1504,good,-43.90406648872347,169.06368725077604,
1505,good,-43.90409389846361,169.0637211098668,
1506,good,-43.90412130820374,169.06375496895757,
1507,good,-43.90414871794387,169.0637888280483,
1508,good,-43.904176127683975,169.06382268713904,
1509,good,-43.90420353742405,169.06385654622972,
1510,good,-43.90423094716412,169.0638904053204,
1511,good,-43.9042583569042,169.06392426441107,
1512,good,-43.90428576664428,169.06395812350178,
1513,good,-43.90431317638436,169.06399198259246,
1514,good,-43.904340511654006,169.0640259161547,
1515,good,-43.90436784461662,169.064059852024,
1516,good,-43.90439517757924,169.06409378789334,
1517,good,-43.904422510541856,169.06412772376265,
1518,good,-43.90444984350447,169.06416165963196,
1519,good,-43.90447717646709,169.06419559550127,
1520,good,-43.90450462655858,169.06422949623098,
1521,good,-43.90453221544646,169.06426335532066,
1522,good,-43.90455980433433,169.06429721441032,
1523,good,-43.904587393222215,169.06433107349997,
1524,good,-43.90461498211009,169.06436493258963,
1525,good,-43.90464257099797,169.0643987916793,
1526,good,-43.90467000300496,169.06443265077084,
1527,good,-43.90469741274591,169.0644665098626,
1528,good,-43.90472482248687,169.06450036895436,
1529,good,-43.90475223222782,169.06453422804614,
1530,good,-43.90477964196877,169.0645680871379,
1531,good,-43.904807051709234,169.06460194622906,
1532,good,-43.90483446144849,169.06463580531872,
1533,good,-43.90486187118774,169.0646696644084,
1534,good,-43.904889280926994,169.06470352349805,
1535,good,-43.904916690666255,169.06473738258774,
1536,good,-43.90494410040551,169.0647712416774,
1537,good,-43.904972014616,169.06480372627365,
1538,good,-43.90500013308526,169.06483565434198,
1539,good,-43.90502825155452,169.0648675824103,
1540,good,-43.90505637002378,169.0648995104786,
1541,good,-43.90508448849304,169.06493143854692,
1542,good,-43.905112945879374,169.06496297750638,
1543,good,-43.90514276399077,169.06499295422475,
1544,good,-43.90517258210216,169.06502293094312,
1545,good,-43.905202400213554,169.06505290766148,
1546,good,-43.90523221832495,169.06508288437988,
1547,good,-43.90526203643634,169.06511286109824,
1548,good,-43.90529185454773,169.0651428378166,
1549,good,-43.90532273921219,169.06517006293106,
1550,good,-43.90535374965307,169.06519696355446,
1551,good,-43.905384760093945,169.06522386417788,
1552,good,-43.90541577053482,169.06525076480128,
1553,good,-43.9054467809757,169.0652776654247,
1554,good,-43.9054782262415,169.06530455320404,
1555,good,-43.905510039718415,169.06533143010694,
1556,good,-43.90554185319533,169.06535830700986,
1557,good,-43.90557366667225,169.06538518391275,
1558,good,-43.90560548014916,169.06541206081567,
1559,good,-43.905637276538926,169.0654388455437,
1560,good,-43.90566885301041,169.06546444394533,
1561,good,-43.905700429481904,169.065490042347,
1562,good,-43.9057320059534,169.06551564074863,
1563,good,-43.90576358242489,169.0655412391503,
1564,good,-43.90579515889638,169.06556683755193,
1565,good,-43.905826735367874,169.06559243595356,
1566,good,-43.905858282057295,169.06561804167157,
1567,good,-43.90588980420685,169.06564365341808,
1568,good,-43.905921326356406,169.0656692651646,
1569,good,-43.90595284850596,169.0656948769111,
1570,good,-43.90598437065551,169.0657204886576,
1571,good,-43.906015892805065,169.0657461004041,
1572,good,-43.90604760241362,169.06577183674148,
1573,good,-43.906079318846245,169.06579757761435,
1574,good,-43.90611103527887,169.0658233184872,
1575,good,-43.90614275171149,169.06584905936003,
1576,good,-43.90617446814412,169.0658748002329,
1577,good,-43.90620618457674,169.06590054110575,
1578,good,-43.90623794573831,169.0659263456854,
1579,good,-43.90626976422415,169.06595223191115,
1580,good,-43.90630158270998,169.0659781181369,
1581,good,-43.906333401195816,169.0660040043627,
1582,good,-43.90636521968165,169.06602989058845,
1583,good,-43.90639703816749,169.06605577681424,
1584,good,-43.9064288097113,169.06608172450694,
1585,good,-43.90646057457892,169.06610768094163,
1586,good,-43.90649233944652,169.0661336373763,
1587,good,-43.90652410431414,169.066159593811,
1588,good,-43.90655586918175,169.06618555024565,
1589,good,-43.90658755031623,169.06621139878675,
1590,good,-43.90661908656425,169.0662370606356,
1591,good,-43.90665062281226,169.06626272248448,
1592,good,-43.90668215906027,169.06628838433338,
1593,good,-43.90671369530828,169.06631404618224,
1594,good,-43.906745231556286,169.0663397080311,
1595,good,-43.9067767678043,169.06636536987995,
1596,good,-43.90680850191264,169.06639115780402,
1597,good,-43.90684025861575,169.0664169601253,
1598,good,-43.90687201531885,169.06644276244657,
1599,good,-43.90690377202196,169.06646856476783,
1600,good,-43.90693552872506,169.0664943670891,
1601,good,-43.9069672977088,169.06652013971947,
1602,good,-43.90699908896909,169.06654585849185,
1603,good,-43.90703088022938,169.0665715772642,
1604,good,-43.90706267148967,169.06659729603658,
1605,good,-43.90709446274995,169.06662301480895,
1606,good,-43.90712625401024,169.06664873358133,
1607,good,-43.90715802571323,169.06667447715586,
1608,good,-43.90718979111599,169.06670022872024,
1609,good,-43.90722155651876,169.06672598028462,
1610,good,-43.90725332192152,169.066751731849,
1611,good,-43.90728508732428,169.06677748341338,
1612,good,-43.90731685272704,169.06680323497775,
1613,good,-43.90734856178558,169.06682901389215,
1614,good,-43.90738011951025,169.06685486626546,
1615,good,-43.90741167723491,169.06688071863877,
1616,good,-43.90744323495958,169.06690657101208,
1617,good,-43.90747479268425,169.0669324233854,
1618,good,-43.90750635040892,169.0669582757587,
1619,good,-43.907538160371416,169.06698371188426,
1620,good,-43.90757009881167,169.0670089359933,
1621,good,-43.90760203725191,169.06703416010237,
1622,good,-43.90763397569216,169.06705938421143,
1623,good,-43.907665914132416,169.06708460832047,
1624,good,-43.90769781085281,169.06710989113094,
1625,good,-43.90772947470327,169.06713550159822,
1626,good,-43.90776113855372,169.0671611120655,
1627,good,-43.90779280240417,169.0671867225328,
1628,good,-43.907824466254624,169.06721233300007,
1629,good,-43.907856130105074,169.06723794346735,
1630,good,-43.90788779395553,169.06726355393462,
1631,good,-43.90791964367541,169.0672882705999,
1632,good,-43.90795156958806,169.06731262087226,
1633,good,-43.9079834955007,169.0673369711446,
1634,good,-43.90801542141335,169.06736132141697,
1635,good,-43.90804734732599,169.06738567168932,
1636,good,-43.90807939957816,169.06740991533394,
1637,good,-43.90811209039168,169.06743362004704,
1638,good,-43.90814478120519,169.06745732476017,
1639,good,-43.90817747201869,169.06748102947327,
1640,good,-43.908210162832205,169.06750473418637,
1641,good,-43.90824285364571,169.0675284388995,
1642,good,-43.90827554445922,169.0675521436126,
1643,good,-43.90830854061213,169.06757447697703,
1644,good,-43.90834166102221,169.06759625227426,
1645,good,-43.90837478143229,169.0676180275715,
1646,good,-43.90840790184237,169.06763980286874,
1647,good,-43.90844102225245,169.06766157816597,
1648,good,-43.9084743244607,169.06768267969682,
1649,good,-43.90850818433776,169.06770171443853,
1650,good,-43.908542044214805,169.0677207491802,
1651,good,-43.90857590409186,169.0677397839219,
1652,good,-43.90860976396891,169.0677588186636,
1653,good,-43.90864362384597,169.0677778534053,
1654,good,-43.90867893340361,169.06779342165837,
1655,good,-43.90871464672122,169.0678080244371,
1656,good,-43.90875036003884,169.06782262721586,
1657,good,-43.90878607335646,169.06783722999464,
1658,good,-43.90882178667408,169.0678518327734,
1659,good,-43.90885749999169,169.06786643555213,
1660,good,-43.908892796133415,169.06788144570862,
1661,good,-43.908927643915256,169.06789689369438,
1662,good,-43.9089624916971,169.06791234168014,
1663,good,-43.908997339478944,169.06792778966593,
1664,good,-43.909032187260784,169.0679432376517,
1665,good,-43.90906703504263,169.06795868563745,
1666,good,-43.90910189224733,169.06797487203244,
1667,good,-43.90913675032832,169.0679911270961,
1668,good,-43.90917160840931,169.06800738215978,
1669,good,-43.909206466490296,169.06802363722346,
1670,good,-43.90924132457128,169.06803989228712,
1671,good,-43.90927620038933,169.068056227876,
1672,good,-43.90931110537133,169.0680726958675,
1673,good,-43.90934601035333,169.068089163859,
1674,good,-43.90938091533533,169.0681056318505,
1675,good,-43.909415820317335,169.068122099842,
1676,good,-43.90945072529933,169.06813856783353,
1677,good,-43.90948550013782,169.06815489068958,
1678,good,-43.90952024071117,169.06817117533336,
1679,good,-43.90955498128453,169.0681874599771,
1680,good,-43.90958972185789,169.0682037446209,
1681,good,-43.90962446243124,169.06822002926464,
1682,good,-43.90965910118369,169.06823636693568,
1683,good,-43.90969345739165,169.06825285175293,
1684,good,-43.90972781359961,169.0682693365702,
1685,good,-43.90976216980757,169.0682858213875,
1686,good,-43.909796526015526,169.06830230620477,
1687,good,-43.90983088222348,169.06831879102205,
1688,good,-43.90986523843144,169.0683352758393,
1689,good,-43.90989908523381,169.0683546796487,
1690,good,-43.90993278336763,169.06837493535758,
1691,good,-43.90996648150145,169.06839519106646,
1692,good,-43.91000017963527,169.0684154467753,
1693,good,-43.91003387776909,169.06843570248415,
1694,good,-43.9100674014528,169.06845704435835,
1695,good,-43.910100591752105,169.06848046195842,
1696,good,-43.91013378205141,169.0685038795585,
1697,good,-43.91016697235072,169.06852729715857,
1698,good,-43.91020016265002,169.06855071475863,
1699,good,-43.91023335294932,169.0685741323587,
1700,good,-43.91026485170799,169.06859931620588,
1701,good,-43.91029620386816,169.06862465312602,
1702,good,-43.91032755602835,169.06864999004617,
1703,good,-43.91035890818853,169.06867532696631,
1704,good,-43.91039026034871,169.06870066388646,
1705,good,-43.91042043078391,169.06872715907278,
1706,good,-43.910449061209896,169.06875516369712,
1707,good,-43.91047769163588,169.06878316832143,
1708,good,-43.91050632206186,169.06881117294577,
1709,good,-43.91053495248785,169.06883917757008,
1710,good,-43.91056358291383,169.0688671821944,
1711,good,-43.91059209449261,169.06889561133633,
1712,good,-43.91061792055475,169.06893363303894,
1713,good,-43.91064374661689,169.06897165474157,
1714,bad,,,
1715,bad,,,
1716,bad,,,
1717,bad,,,
1718,bad,,,
1719,bad,,,
1720,bad,,,
1721,bad,,,
1722,bad,,,
1723,bad,,,
1724,bad,,,
1725,bad,,,
1726,good,-43.91066957267903,169.06900967644413,
1727,good,-43.910695398741176,169.06904769814673,
1728,good,-43.91072122480332,169.06908571984934,
1729,good,-43.91074546421031,169.06912411923665,
1730,good,-43.91076788993122,169.06916295035072,
1731,good,-43.91079031565214,169.06920178146478,
1732,good,-43.91081274137306,169.06924061257885,
1733,good,-43.91083516709398,169.06927944369292,
1734,good,-43.9108575928149,169.06931827480702,
1735,good,-43.91088001853581,169.06935710592109,
1736,good,-43.91090293459838,169.0693966937399,
1737,good,-43.91092595650841,169.06943644490454,
1738,good,-43.91094897841844,169.06947619606916,
1739,good,-43.910972000328464,169.0695159472338,
1740,good,-43.910995022238495,169.06955569839846,
1741,good,-43.91101804414852,169.0695954495631,
1742,good,-43.9110410189517,169.06963520072813,
1743,good,-43.911063887383015,169.06967495189397,
1744,good,-43.91108675581432,169.06971470305982,
1745,good,-43.91110962424564,169.06975445422563,
1746,good,-43.91113249267695,169.06979420539147,
1747,good,-43.91115536110826,169.06983395655732,
1748,good,-43.91117822953957,169.06987370772316,
1749,good,-43.91120109797034,169.06991345888804,
1750,good,-43.91122396640097,169.0699532100527,
1751,good,-43.9112468348316,169.06999296121734,
1752,good,-43.91126970326223,169.070032712382,
1753,good,-43.91129257169285,169.07007246354664,
1754,good,-43.91131544012348,169.0701122147113,
1755,good,-43.91133835089359,169.07015196587628,
1756,good,-43.91136137280431,169.0701917170421,
1757,good,-43.91138439471502,169.07023146820794,
1758,good,-43.911407416625735,169.07027121937378,
1759,good,-43.91143043853645,169.07031097053962,
1760,good,-43.91145346044717,169.07035072170544,
1761,good,-43.91147648235789,169.07039047287128,
1762,good,-43.91149927087783,169.07042999064598,
1763,good,-43.91152198582906,169.07046943485182,
1764,good,-43.91154470078029,169.07050887905768,
1765,good,-43.91156741573152,169.07054832326352,
1766,good,-43.91159013068275,169.07058776746936,
1767,good,-43.911612845633975,169.07062721167523,
1768,good,-43.9116353406356,169.07066715472968,
1769,good,-43.91165715709423,169.07070863672848,
1770,good,-43.91167897355287,169.0707501187273,
1771,good,-43.91170079001149,169.0707916007261,
1772,good,-43.91172260647013,169.0708330827249,
1773,good,-43.91174442292876,169.0708745647237,
1774,good,-43.9117662393874,169.07091604672252,
1775,good,-43.91178823536206,169.07095686504874,
1776,good,-43.91181029574456,169.0709974452585,
1777,good,-43.91183235612706,169.0710380254683,
1778,good,-43.91185441650956,169.07107860567808,
1779,good,-43.91187647689206,169.07111918588788,
1780,good,-43.91189853727456,169.07115976609765,
1781,good,-43.911920597657065,169.07120034630742,
1782,good,-43.911943251157865,169.07124037775247,
1783,good,-43.91196682278509,169.07127955972885,
1784,good,-43.91199039441232,169.07131874170523,
1785,good,-43.91201396603954,169.0713579236816,
1786,good,-43.91203753766676,169.071397105658,
1787,good,-43.912061109294,169.07143628763438,
1788,good,-43.91208468092122,169.07147546961076,
1789,good,-43.91210913015514,169.07151294930006,
1790,good,-43.912133591431854,169.07155040563003,
1791,good,-43.91215805270858,169.07158786196,
1792,good,-43.91218251398529,169.07162531829,
1793,good,-43.91220697526201,169.07166277461994,
1794,good,-43.912231436538725,169.07170023094992,
1795,good,-43.91225669362356,169.07173671330665,
1796,good,-43.912282941174105,169.0717719834527,
1797,good,-43.91230918872465,169.0718072535987,
1798,good,-43.91233543627519,169.07184252374478,
1799,good,-43.91236168382573,169.07187779389082,
1800,good,-43.91238793137627,169.07191306403686,
1801,good,-43.91241417892682,169.0719483341829,
1802,good,-43.91244068437426,169.07198340882988,
1803,good,-43.91246890747033,169.07201718141113,
1804,good,-43.91249713056639,169.07205095399237,
1805,good,-43.91252535366246,169.07208472657362,
1806,good,-43.91255357675853,169.07211849915487,
1807,good,-43.9125817998546,169.07215227173612,
1808,good,-43.912610022950666,169.07218604431736,
1809,good,-43.91263831935867,169.0722182203315,
1810,good,-43.91266663146298,169.0722500545158,
1811,good,-43.912694943567296,169.07228188870008,
1812,good,-43.91272325567161,169.07231372288433,
1813,good,-43.91275156777592,169.07234555706862,
1814,good,-43.91277987988023,169.0723773912529,
1815,good,-43.91280819198455,169.07240922543716,
1816,good,-43.91283681130132,169.0724409487533,
1817,good,-43.91286581900459,169.07247253190687,
1818,good,-43.912894826707856,169.07250411506044,
1819,good,-43.91292383441112,169.07253569821398,
1820,good,-43.9129528421144,169.07256728136755,
1821,good,-43.91298184981767,169.07259886452113,
1822,good,-43.91301085752094,169.07263044767467,
1823,good,-43.91303983332104,169.07266201564028,
1824,good,-43.91306834487066,169.07269336259262,
1825,good,-43.91309685642028,169.07272470954496,
1826,good,-43.91312536796989,169.0727560564973,
1827,good,-43.91315387951951,169.07278740344964,
1828,good,-43.91318239106913,169.07281875040198,
1829,good,-43.91321090261875,169.07285009735432,
1830,good,-43.9132398850033,169.07288144649888,
1831,good,-43.91326905414687,169.07291279651298,
1832,good,-43.91329822329043,169.0729441465271,
1833,good,-43.913327392434,169.0729754965412,
1834,good,-43.91335656157756,169.07300684655533,
1835,good,-43.91338573072112,169.07303819656946,
1836,good,-43.91341489986469,169.07306954658355,
1837,good,-43.9134440405773,169.07310080728408,
1838,good,-43.91347313479938,169.07313192193823,
1839,good,-43.91350222902146,169.0731630365924,
1840,good,-43.91353132324354,169.07319415124658,
1841,good,-43.913560417465625,169.07322526590073,
1842,good,-43.9135895116877,169.0732563805549,
1843,good,-43.91361860590978,169.07328749520906,
1844,good,-43.91364770013186,169.07331860986324,
1845,good,-43.91367679435443,169.07334970613542,
1846,good,-43.91370588857702,169.07338080154793,
1847,good,-43.91373498279961,169.07341189696044,
1848,good,-43.9137640770222,169.07344299237295,
1849,good,-43.91379317124479,169.07347408778543,
1850,good,-43.91382226546738,169.07350518319794,
1851,good,-43.91385119686604,169.0735362551053,
1852,good,-43.91387993649689,169.07356729932917,
1853,good,-43.91390867612773,169.07359834355307,
1854,good,-43.91393741575858,169.07362938777695,
1855,good,-43.913966155389424,169.07366043200082,
1856,good,-43.913994895020274,169.07369147622472,
1857,good,-43.91402363465112,169.0737225204486,
1858,good,-43.91405238194899,169.07375366283918,
1859,good,-43.91408121438583,169.07378589532755,
1860,good,-43.91411004682267,169.0738181278159,
1861,good,-43.91413887925951,169.07385036030425,
1862,good,-43.91416771169635,169.0738825927926,
1863,good,-43.91419654413319,169.07391482528098,
1864,good,-43.91422537657003,169.07394705776937,
1865,bad,,,
1866,bad,,,
1867,good,-43.91425420900687,169.07397929025768,
1868,good,-43.91428244261266,169.07401196328485,
1869,good,-43.91431045448992,169.07404479942986,
1870,good,-43.91433846636717,169.07407763557487,
1871,good,-43.914366478244425,169.07411047171985,
1872,good,-43.91439449012168,169.07414330786486,
1873,good,-43.914422501998935,169.07417614400987,
1874,good,-43.9144503733266,169.07420926142964,
1875,good,-43.91447792277546,169.07424302300913,
1876,good,-43.91450547222433,169.07427678458862,
1877,good,-43.91453302167319,169.07431054616814,
1878,good,-43.91456057112207,169.07434430774762,
1879,good,-43.91458812057093,169.0743780693271,
1880,good,-43.9146156700198,169.0744118309066,
1881,good,-43.914643219468665,169.07444559248611,
1882,good,-43.91467046564693,169.07447986007736,
1883,good,-43.91469767778037,169.07451418447295,
1884,good,-43.914724889913806,169.07454850886853,
1885,good,-43.914752102047245,169.07458283326412,
1886,good,-43.91477931418068,169.0746171576597,
1887,good,-43.91480652631412,169.0746514820553,
1888,good,-43.91483358355856,169.07468590146226,
1889,good,-43.91486043662748,169.07472044611373,
1890,good,-43.9148872896964,169.07475499076523,
1891,good,-43.91491414276532,169.0747895354167,
1892,good,-43.91494099583424,169.07482408006817,
1893,good,-43.91496784890316,169.07485862471964,
1894,good,-43.91499470197208,169.0748931693711,
1895,good,-43.91502155233584,169.0749277133023,
1896,good,-43.915048274527805,169.07496222310448,
1897,good,-43.91507499671978,169.0749967329067,
1898,good,-43.91510171891175,169.0750312427089,
1899,good,-43.915128441103725,169.07506575251108,
1900,good,-43.915155163295694,169.0751002623133,
1901,good,-43.91518188548767,169.0751347721155,
1902,good,-43.91520881416469,169.07516914439958,
1903,good,-43.91523597400526,169.0752033627298,
1904,good,-43.91526313384583,169.07523758106,
1905,good,-43.9152902936864,169.0752717993902,
1906,good,-43.915317453526974,169.07530601772044,
1907,good,-43.91534461336754,169.07534023605064,
1908,good,-43.91537177320812,169.07537445438084,
1909,good,-43.91539884456586,169.07540948046034,
1910,good,-43.91542591173784,169.0754445447513,
1911,good,-43.91545297890982,169.07547960904228,
1912,good,-43.9154800460818,169.07551467333323,
1913,good,-43.915507113253774,169.0755497376242,
1914,good,-43.91553418042575,169.07558480191517,
1915,good,-43.91556111302716,169.07561970432667,
1916,good,-43.915587882798405,169.07565441086427,
1917,good,-43.91561465256965,169.07568911740185,
1918,good,-43.9156414223409,169.07572382393946,
1919,good,-43.91566819211215,169.07575853047706,
1920,good,-43.9156949618834,169.07579323701464,
1921,good,-43.91572173165464,169.07582794355224,
1922,good,-43.91574850484911,169.0758626511406,
1923,good,-43.91577545737697,169.07589741377598,
1924,good,-43.91580240990482,169.07593217641133,
1925,bad,,,
1926,bad,,,
1927,bad,,,
1928,bad,,,
1929,good,-43.91582936243268,169.07596693904668,
1930,good,-43.915856314960536,169.07600170168206,
1931,good,-43.91588326748839,169.0760364643174,
1932,good,-43.91591022001625,169.07607122695276,
1933,good,-43.915937049984215,169.0761059725228,
1934,good,-43.91596375174055,169.0761407002406,
1935,good,-43.91599045349688,169.07617542795836,
1936,good,-43.91601715525322,169.07621015567616,
1937,good,-43.91604385700956,169.07624488339394,
1938,good,-43.91607055876589,169.07627961111172,
1939,good,-43.91609726184189,169.07631433964633,
1940,good,-43.91612409885388,169.07634915108474,
1941,good,-43.91615093586588,169.07638396252315,
1942,good,-43.91617777287787,169.0764187739616,
1943,good,-43.916204609889874,169.0764535854,
1944,good,-43.91623144690187,169.0764883968384,
1945,good,-43.91625828391387,169.07652320827685,
1946,good,-43.91628505532154,169.07655786039012,
1947,good,-43.916311758149085,169.07659234595133,
1948,good,-43.91633846097663,169.07662683151253,
1949,good,-43.91636516380419,169.07666131707373,
1950,good,-43.91639186663173,169.07669580263496,
1951,good,-43.91641856945928,169.07673028819616,
1952,good,-43.91644527228684,169.07676477375736,
1953,good,-43.91647199057672,169.07679927359862,
1954,good,-43.91649911682938,169.0768341502092,
1955,good,-43.916526243082046,169.07686902681976,
1956,good,-43.91655336933471,169.07690390343035,
1957,good,-43.916580495587375,169.0769387800409,
1958,good,-43.91660762184004,169.0769736566515,
1959,good,-43.916634748092704,169.07700853326205,
1960,good,-43.91666167777115,169.07704332595455,
1961,good,-43.91668846811567,169.07707805916505,
1962,good,-43.916715258460194,169.07711279237552,
1963,good,-43.91674204880472,169.077147525586,
1964,good,-43.91676883914924,169.07718225879648,
1965,good,-43.91679562949376,169.07721699200698,
1966,good,-43.91682241983828,169.07725172521745,
1967,good,-43.91684921306904,169.0772864963602,
1968,good,-43.916876021779416,169.0773214709421,
1969,good,-43.91690283048979,169.07735644552403,
1970,good,-43.91692963920016,169.07739142010595,
1971,good,-43.916956447910536,169.07742639468788,
1972,good,-43.91698325662091,169.0774613692698,
1973,good,-43.91701006533128,169.07749634385172,
1974,good,-43.91703681976727,169.07753121661105,
1975,good,-43.91706354707319,169.0775660384725,
1976,good,-43.91709027437911,169.07760086033392,
1977,good,-43.91711700168504,169.07763568219536,
1978,good,-43.917143728990965,169.07767050405678,
1979,good,-43.91717045629689,169.07770532591823,
1980,good,-43.91719718658948,169.07774015222265,
1981,good,-43.9172239389694,169.07777501138435,
1982,good,-43.91725069134931,169.07780987054605,
1983,good,-43.917277443729226,169.07784472970778,
1984,good,-43.91730419610914,169.07787958886948,
1985,good,-43.91733094848906,169.07791444803118,
1986,good,-43.917357700868976,169.0779493071929,
1987,good,-43.91738445324889,169.0779841663546,
1988,good,-43.917411215805,169.0780189916539,
1989,good,-43.91743798235979,169.07805380364712,
1990,good,-43.91746474891458,169.07808861564035,
1991,good,-43.91749151546937,169.07812342763356,
1992,good,-43.91751828202416,169.0781582396268,
1993,good,-43.91754504857896,169.07819305162002,
1994,good,-43.91757181484999,169.07822785930497,
1995,good,-43.91759858029034,169.07826265437745,
1996,good,-43.91762534573069,169.07829744944988,
1997,good,-43.91765211117104,169.07833224452233,
1998,good,-43.91767887661138,169.07836703959478,
1999,good,-43.91770564205173,169.07840183466723,
2000,good,-43.91773240749208,169.07843662973968,
2001,good,-43.91775917293243,169.07847142481214,
2002,good,-43.91778603445472,169.07850616950398,
2003,good,-43.91781292271622,169.0785409001751,
2004,good,-43.91783981097774,169.07857563084622,
2005,bad,,,
2006,bad,,,
2007,bad,,,
2008,bad,,,
2009,bad,,,
2010,bad,,,
2011,good,-43.91786669923925,169.07861036151735,
2012,good,-43.91789358750077,169.07864509218848,
2013,good,-43.91792047576228,169.07867982285958,
2014,good,-43.91794736402379,169.07871455353072,
2015,good,-43.9179741532306,169.07874940826656,
